Date,Entries Published,Libraries Created,Unlinked Translations,Drafts,Pending Review,Pending Verification,Pending Transcription,Need Formatting,Total Entry Relationships,Books Added,Collections updated,Total Books,Profiles Created,Profiles Updated,Total Authors,Translations Recorded,Translations Updated,Total Translations,Definitions Created,Terminologies Updated,Total Terminologies Recorded,Libraries Updated,Total Libraries,Tags Created,Tags Updated,Total Tags,Database Size,Bookshelf Size,Total Contributors
12/31/2021 23:14:14,1,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,0,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/1/2022 23:04:17,2,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,1,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/2/2022 23:00:23,1,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,1,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/3/2022 23:06:32,3,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,0,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/4/2022 23:11:01,1,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,0,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/5/2022 23:01:32,4,0,89,4936,31190,79,75,261,6841,0,0,1237,0,0,408,0,0,99457,0,0,564,0,52,0,0,962,229.81 MB,11.76 GB,273
1/6/2022 23:19:45,7,0,89,4938,31191,80,75,261,6847,0,2,1237,0,1,408,11,7,99468,0,0,564,0,52,1,0,963,229.86 MB,11.76 GB,273
1/7/2022 23:02:48,5,1,89,4938,31191,80,77,261,6850,1,0,1238,0,0,408,3,2,99471,0,0,564,0,53,0,0,963,229.88 MB,11.76 GB,273
1/8/2022 23:13:12,2,0,89,4938,31191,80,77,261,6850,0,0,1238,0,0,408,0,0,99471,0,0,564,0,53,0,0,963,229.88 MB,11.76 GB,273
1/9/2022 23:04:49,3,0,89,4938,31191,80,77,261,6850,0,0,1238,0,0,408,0,0,99471,0,0,564,0,53,0,0,963,229.88 MB,11.76 GB,273
1/10/2022 23:01:05,4,0,89,4938,31191,80,77,261,6850,0,0,1238,0,0,408,0,0,99471,0,0,564,0,53,0,0,963,229.88 MB,11.76 GB,273
1/11/2022 23:01:52,4,0,89,4938,31191,80,77,261,6850,0,0,1238,0,0,408,1,0,99472,0,0,564,0,53,0,0,963,229.88 MB,11.76 GB,273
1/12/2022 23:00:32,5,0,89,4939,31191,80,77,261,6851,0,0,1238,0,0,408,2,2,99474,0,0,564,0,53,0,0,963,229.91 MB,11.76 GB,273
1/13/2022 23:01:48,8,0,89,4940,31176,88,77,261,6949,0,0,1238,0,0,408,64,81,99536,0,0,564,0,53,1,0,964,230.17 MB,11.76 GB,273
1/14/2022 23:06:54,11,0,89,4944,31168,90,77,262,7011,0,0,1238,0,0,408,71,54,99601,0,0,564,0,53,4,0,968,230.42 MB,11.76 GB,275
1/15/2022 23:08:06,4,0,89,4945,31169,90,77,263,7013,8,1,1246,0,0,408,4,5,99605,0,0,564,1,53,0,0,968,230.44 MB,11.81 GB,275
1/16/2022 23:12:14,2,0,89,4945,31169,90,77,263,7013,0,0,1246,0,0,408,0,0,99605,0,0,564,0,53,0,0,968,230.44 MB,11.81 GB,275
1/17/2022 23:28:25,7,0,91,4951,31170,97,77,263,7017,0,0,1246,0,0,408,42,15,99647,0,0,564,0,53,0,0,968,230.51 MB,11.81 GB,275
1/18/2022 23:02:09,9,0,91,4961,31178,101,78,263,7019,0,0,1246,0,0,408,82,30,99729,0,0,564,0,53,14,0,982,230.65 MB,11.81 GB,275
1/19/2022 23:11:23,2,0,91,4966,31182,105,78,263,7024,0,0,1246,0,0,408,28,22,99756,0,0,564,0,53,4,0,986,230.71 MB,11.81 GB,275
1/20/2022 23:06:42,3,0,91,4969,31183,107,79,263,7025,0,0,1246,0,0,408,24,10,99780,0,0,564,0,53,1,0,987,230.74 MB,11.81 GB,277
1/21/2022 23:02:59,8,1,91,4972,31187,111,79,263,7029,2,0,1248,1,1,409,49,22,99829,0,0,564,0,54,5,0,991,230.83 MB,11.81 GB,277
1/22/2022 23:07:00,2,0,91,4972,31187,111,79,263,7029,0,0,1248,0,0,409,0,0,99829,0,0,564,0,54,0,0,991,230.83 MB,11.81 GB,277
1/23/2022 23:15:43,2,0,91,4972,31186,112,79,263,7029,0,0,1248,0,0,409,1,2,99830,0,0,564,0,54,0,0,991,230.83 MB,11.81 GB,277
1/24/2022 23:01:40,7,0,91,4976,31189,118,79,263,7038,0,0,1248,0,0,409,59,44,99889,0,0,564,0,54,11,0,1001,230.95 MB,11.81 GB,277
1/25/2022 23:04:01,7,0,91,4978,31190,119,79,263,7039,1,0,1249,0,0,409,25,7,99914,0,0,564,0,54,2,0,1003,230.99 MB,11.81 GB,277
1/26/2022 23:11:43,2,0,91,4978,31191,119,79,263,7040,0,0,1249,0,0,409,5,4,99919,0,0,564,0,54,0,0,1003,231.00 MB,11.81 GB,277
1/27/2022 23:05:54,4,0,91,4980,31193,121,79,263,7044,0,0,1249,0,4,409,31,16,99950,5,1,568,0,54,0,0,1003,231.06 MB,11.81 GB,279
1/28/2022 23:12:59,5,0,91,4983,31200,123,79,263,7046,0,0,1249,0,0,409,41,27,99991,0,0,568,0,54,1,1,1004,231.12 MB,11.81 GB,279
1/29/2022 23:00:58,3,0,91,4983,31200,123,79,263,7046,0,0,1249,0,0,409,0,0,99991,0,0,568,0,54,0,0,1004,231.12 MB,11.81 GB,279
1/30/2022 23:02:35,1,0,91,4983,31200,123,79,263,7046,0,0,1249,0,0,409,0,0,99991,0,0,568,0,54,0,0,1004,231.12 MB,11.81 GB,279
1/31/2022 23:05:17,3,0,91,4983,31200,123,79,263,7046,0,0,1249,0,0,409,0,0,99991,0,0,568,0,54,0,0,1004,231.12 MB,11.81 GB,279
2/1/2022 23:08:54,8,0,91,4985,31212,126,79,263,7058,0,4,1249,4,10,413,88,55,100079,0,1,568,0,54,3,1,1007,231.35 MB,11.81 GB,280
2/2/2022 23:32:48,5,0,91,4989,31216,126,79,263,7061,0,1,1249,0,2,413,21,9,100100,0,1,568,0,54,0,0,1007,231.42 MB,11.81 GB,280
2/3/2022 23:03:01,1,0,91,4989,31216,126,79,263,7061,0,0,1249,0,0,413,0,0,100100,0,0,568,0,54,0,0,1007,231.42 MB,11.81 GB,280
2/4/2022 23:00:20,3,0,91,4989,31216,126,79,263,7063,0,0,1249,0,0,413,4,4,100104,0,0,568,0,54,0,0,1007,231.43 MB,11.81 GB,280
2/5/2022 23:08:05,1,0,91,4989,31216,126,79,263,7063,0,0,1249,0,0,413,1,0,100105,0,0,568,0,54,0,0,1007,231.43 MB,11.81 GB,280
2/6/2022 23:03:45,3,0,91,4992,31218,126,79,263,7064,0,0,1249,0,0,413,7,3,100112,0,0,568,0,54,0,0,1007,231.46 MB,11.81 GB,280
2/7/2022 23:18:55,10,0,91,4998,31218,133,79,263,7077,0,0,1249,0,0,413,41,34,100153,0,0,568,0,54,1,0,1008,231.60 MB,11.81 GB,280
2/8/2022 23:19:37,2,0,91,5005,31220,136,82,263,7092,0,0,1249,0,0,413,38,21,100191,0,0,568,0,54,2,0,1010,231.84 MB,11.81 GB,281
2/9/2022 23:10:32,6,0,91,5008,31230,138,82,264,7096,0,0,1249,0,0,413,24,10,100215,0,0,568,0,54,1,0,1011,232.03 MB,11.81 GB,281
2/10/2022 23:06:46,4,0,91,5009,31231,138,82,264,7098,0,2,1249,0,1,413,41,12,100256,0,0,568,0,54,0,0,1011,232.14 MB,11.81 GB,281
2/11/2022 23:17:07,4,0,91,5014,31233,139,82,264,7104,0,0,1249,0,0,413,47,15,100303,1,0,569,0,54,0,0,1011,232.24 MB,11.81 GB,281
2/12/2022 23:24:11,3,0,91,5015,31231,142,82,264,7109,0,0,1249,0,0,413,13,14,100316,0,0,569,0,54,4,1,1015,232.28 MB,11.81 GB,281
2/13/2022 23:19:10,2,0,91,5017,31231,142,82,264,7112,8,2,1257,2,3,415,18,14,100327,0,0,569,0,54,0,0,1015,232.31 MB,11.89 GB,281
2/14/2022 23:12:10,6,0,91,5018,31231,143,82,264,7112,2,0,1259,0,0,415,3,3,100330,0,0,569,0,54,0,0,1015,232.31 MB,11.89 GB,281
2/15/2022 23:01:45,3,0,91,5020,31233,144,82,264,7127,0,1,1259,0,0,415,81,25,100411,0,0,569,0,54,0,0,1015,232.50 MB,11.89 GB,281
2/16/2022 23:00:24,4,0,91,5020,31234,146,82,264,7137,1,0,1260,0,0,415,34,13,100445,0,0,569,0,54,0,0,1015,232.57 MB,11.89 GB,282
2/17/2022 23:03:48,5,0,91,5021,31231,150,82,264,7142,0,0,1260,0,0,415,49,18,100494,0,0,569,0,54,0,0,1015,232.71 MB,11.89 GB,282
2/18/2022 23:09:54,4,0,91,5020,31230,150,82,264,7151,1,1,1261,0,0,415,9,14,100503,0,1,569,0,54,0,0,1015,232.72 MB,11.89 GB,282
2/19/2022 23:00:39,2,0,91,5020,31230,150,82,264,7151,0,0,1261,0,0,415,0,0,100503,0,0,569,0,54,0,0,1015,232.72 MB,11.89 GB,282
2/20/2022 23:04:22,2,0,91,5020,31230,150,82,264,7151,0,1,1261,0,0,415,1,1,100504,0,0,569,0,54,0,0,1015,232.72 MB,11.89 GB,283
2/21/2022 23:25:07,2,0,91,5019,31230,150,82,264,7160,0,0,1261,0,0,415,3,9,100507,0,0,569,0,54,0,0,1015,232.74 MB,11.89 GB,283
2/22/2022 23:14:46,5,0,91,5021,31233,150,82,264,7161,0,0,1261,0,0,415,18,4,100525,0,0,569,0,54,0,0,1015,232.79 MB,11.89 GB,285
2/23/2022 23:00:45,1,0,91,5021,31234,150,82,264,7161,1,0,1262,0,0,415,1,0,100526,0,0,569,0,54,0,0,1015,232.79 MB,11.89 GB,285
2/24/2022 23:08:14,3,0,91,5021,31234,150,82,264,7163,0,0,1262,0,0,415,4,4,100530,0,0,569,0,54,0,0,1015,232.79 MB,11.89 GB,285
2/25/2022 23:29:31,3,0,91,5082,31235,160,82,264,7180,0,0,1262,0,0,415,73,34,100603,0,0,569,0,54,0,0,1015,233.29 MB,11.89 GB,288
2/26/2022 23:10:39,4,0,91,5082,31236,160,82,264,7180,0,0,1262,0,0,415,3,4,100606,0,0,569,0,54,1,0,1016,233.30 MB,11.89 GB,288
2/27/2022 23:02:39,1,0,91,5082,31236,160,82,264,7180,0,0,1262,0,0,415,0,1,100606,0,0,569,0,54,0,0,1016,233.30 MB,11.89 GB,288
2/28/2022 23:13:40,6,0,91,5081,31236,161,82,264,7181,0,1,1262,0,0,415,4,6,100610,0,0,569,0,54,0,0,1016,233.31 MB,11.89 GB,288
3/1/2022 23:02:38,3,0,91,5082,31236,161,82,264,7181,0,0,1262,0,0,415,5,3,100615,0,0,569,0,54,0,0,1016,233.32 MB,11.89 GB,289
3/2/2022 23:22:57,2,0,91,5082,31236,161,82,264,7181,0,0,1262,0,0,415,0,0,100615,0,0,569,0,54,0,0,1016,233.32 MB,11.89 GB,289
3/3/2022 23:06:51,2,0,91,5084,31236,162,82,264,7181,0,0,1262,0,0,415,10,4,100625,0,0,569,0,54,0,0,1016,233.34 MB,11.89 GB,289
3/4/2022 23:08:58,2,0,91,5084,31236,162,82,265,7187,0,0,1262,0,0,415,3,3,100628,0,0,569,0,54,0,0,1016,233.35 MB,11.89 GB,290
3/5/2022 23:09:29,2,0,91,5084,31236,162,82,265,7187,0,0,1262,0,0,415,0,0,100628,0,0,569,0,54,0,0,1016,233.35 MB,11.89 GB,290
3/6/2022 23:01:56,6,0,91,5085,31236,162,82,265,7187,1,0,1263,0,1,415,9,3,100637,0,0,569,0,54,0,0,1016,233.36 MB,11.89 GB,290
3/8/2022 0:10:50,6,0,91,5093,31237,163,82,265,7204,0,1,1263,0,0,415,39,18,100676,0,0,569,0,54,0,0,1016,233.49 MB,11.89 GB,293
3/8/2022 23:13:17,5,0,91,5096,31239,163,82,265,7211,0,0,1263,0,0,415,15,9,100691,0,0,569,0,54,0,0,1016,233.54 MB,11.89 GB,293
3/9/2022 23:47:13,2,0,91,5101,31241,166,82,265,7212,0,1,1263,0,0,415,16,10,100707,0,0,569,0,54,1,0,1017,233.61 MB,11.89 GB,293
3/10/2022 23:02:33,6,0,91,5104,31241,168,82,265,7212,2,0,1265,0,0,415,14,7,100721,0,0,569,0,54,1,0,1018,233.64 MB,11.89 GB,294
3/11/2022 23:03:09,2,0,91,5104,31241,168,82,265,7212,0,0,1265,0,0,415,1,0,100722,0,0,569,0,54,0,0,1018,233.64 MB,11.89 GB,294
3/12/2022 23:00:03,1,0,91,5106,31242,168,82,265,7213,0,0,1265,0,0,415,6,2,100728,0,0,569,0,54,0,0,1018,233.73 MB,11.89 GB,294
3/14/2022 0:37:09,6,0,91,5108,31242,169,82,265,7217,0,0,1265,0,1,415,7,10,100735,0,0,569,0,54,0,0,1018,233.75 MB,11.89 GB,294
3/15/2022 0:04:15,12,0,96,5125,31240,186,82,265,7223,5,5,1270,4,4,419,71,50,100806,51,0,620,0,54,1,0,1019,233.95 MB,12.05 GB,294
3/16/2022 0:32:00,3,0,96,5128,31240,186,83,265,7225,0,0,1270,0,0,419,8,6,100814,0,0,620,0,54,2,0,1021,234.00 MB,12.05 GB,295
3/17/2022 0:00:53,5,0,97,5133,31239,188,83,265,7227,0,0,1270,0,0,419,18,15,100831,13,1,633,0,54,1,0,1022,234.05 MB,12.05 GB,295
3/18/2022 0:18:14,6,0,97,5138,31239,189,83,265,7228,0,1,1270,0,0,419,28,9,100854,0,0,633,0,54,0,0,1022,234.11 MB,12.05 GB,295
3/19/2022 0:02:52,4,0,97,5165,31243,198,83,265,7236,2,1,1272,0,9,419,205,46,101058,0,1,633,0,54,17,0,1039,234.57 MB,12.05 GB,297
3/20/2022 0:27:07,3,0,97,5166,31243,198,83,265,7236,0,0,1272,0,0,419,5,0,101063,0,0,633,0,54,0,0,1039,234.57 MB,12.05 GB,297
3/22/2022 0:00:34,4,0,97,5200,31246,225,84,265,7257,1,2,1274,0,1,419,206,69,101340,0,0,633,0,54,17,0,1062,235.25 MB,12.05 GB,299
3/23/2022 0:05:14,6,0,97,5225,31253,238,84,266,7278,0,1,1274,0,0,419,155,57,101494,0,0,633,0,54,6,1,1068,235.59 MB,12.05 GB,301
3/24/2022 0:00:38,5,0,97,5245,31257,241,84,266,7294,0,0,1274,0,0,419,97,40,101591,0,0,633,0,54,6,0,1074,235.81 MB,12.05 GB,301
3/25/2022 0:01:00,3,0,97,5248,31257,242,84,266,7294,4,1,1278,2,2,421,25,12,101616,0,0,633,1,54,1,0,1075,235.86 MB,12.12 GB,303
3/26/2022 0:35:02,2,0,97,5250,31258,242,85,266,7295,13,2,1290,4,5,425,21,6,101637,0,0,633,0,54,2,0,1077,235.91 MB,12.25 GB,303
3/27/2022 0:35:59,2,0,97,5250,31258,242,85,266,7295,0,0,1290,0,0,425,0,0,101637,0,0,633,0,54,0,0,1077,235.91 MB,12.25 GB,303
3/28/2022 0:17:39,2,0,97,5250,31258,242,85,266,7295,0,0,1290,0,0,425,0,0,101637,0,0,633,0,54,0,0,1077,235.91 MB,12.25 GB,303
3/29/2022 0:19:31,6,0,97,5251,31263,245,85,267,7325,0,0,1290,0,0,425,30,29,101667,0,0,633,0,54,0,0,1077,236.11 MB,12.25 GB,306
3/30/2022 0:31:24,3,0,97,5254,31264,257,85,267,7348,3,0,1293,1,1,426,39,22,101706,0,0,633,0,54,1,0,1078,236.31 MB,12.27 GB,306
3/31/2022 0:00:10,2,0,97,5255,31265,257,85,267,7348,0,0,1293,0,0,426,3,0,101709,0,0,633,0,54,0,0,1078,236.32 MB,12.27 GB,306
4/1/2022 0:32:33,8,0,98,5261,31263,260,86,267,7348,0,0,1293,0,0,426,16,12,101725,0,0,633,0,54,0,0,1078,236.36 MB,12.27 GB,306
4/2/2022 0:15:53,6,0,100,5265,31256,263,86,267,7349,0,1,1293,0,0,426,20,15,101745,3,1,636,0,54,0,0,1078,236.42 MB,12.27 GB,306
4/3/2022 0:21:38,12,0,101,5274,31255,268,86,267,7352,1,0,1294,0,0,426,31,19,101776,10,3,646,0,54,0,0,1078,236.50 MB,12.27 GB,306
4/4/2022 0:09:41,6,0,102,5276,31258,271,86,266,7352,0,1,1294,0,0,426,21,10,101797,0,1,646,0,54,0,0,1078,236.58 MB,12.27 GB,307
4/5/2022 0:09:11,3,0,102,5282,31262,295,86,266,7355,0,2,1294,0,0,426,26,35,101822,2,0,648,0,54,0,0,1078,236.79 MB,12.27 GB,309
4/6/2022 0:14:12,6,0,104,5288,31262,296,86,266,7356,0,0,1294,0,0,426,48,8,101869,0,0,648,0,54,0,0,1078,236.92 MB,12.27 GB,309
4/7/2022 0:03:51,2,0,104,5288,31262,296,86,266,7356,0,0,1294,0,0,426,0,0,101869,0,0,648,0,54,0,0,1078,236.92 MB,12.27 GB,309
4/8/2022 0:07:33,5,0,104,5297,31267,299,86,266,7372,3,2,1297,1,3,427,82,42,101950,1,0,649,0,54,4,1,1082,237.17 MB,12.33 GB,317
4/9/2022 0:28:40,13,0,106,5349,31292,316,86,266,7388,6,5,1303,2,4,429,326,92,102275,0,0,649,0,54,23,1,1105,237.90 MB,12.35 GB,321
4/10/2022 0:01:19,1,0,106,5349,31292,316,86,266,7388,2,1,1303,1,1,429,18,4,102275,0,0,649,0,54,3,0,1105,237.90 MB,12.35 GB,321
4/11/2022 0:03:46,12,0,106,5364,31285,322,86,266,7459,3,0,1306,2,2,431,133,73,102406,0,0,649,1,54,2,1,1107,238.24 MB,12.38 GB,321
4/12/2022 0:01:23,7,0,106,5368,31290,327,86,266,7469,1,0,1307,0,0,431,91,45,102461,0,0,649,0,54,3,1,1110,238.38 MB,12.38 GB,321
4/13/2022 0:15:59,14,0,106,5381,31293,334,86,266,7470,5,2,1312,3,4,433,94,33,102555,0,0,649,1,54,3,0,1113,238.60 MB,12.41 GB,324
4/14/2022 0:03:01,4,0,106,5397,31291,347,86,266,7481,1,0,1313,0,0,433,75,36,102629,0,0,649,0,54,5,0,1118,238.82 MB,12.41 GB,325
4/15/2022 0:04:37,2,0,106,5397,31291,348,86,266,7481,0,1,1313,0,0,433,2,1,102631,0,0,649,0,54,1,0,1119,238.82 MB,12.41 GB,326
4/16/2022 0:11:23,2,0,107,5398,31293,350,86,266,7484,0,0,1313,0,0,433,19,8,102650,1,1,650,0,54,1,0,1120,238.87 MB,12.41 GB,326
4/17/2022 0:19:27,6,0,107,5398,31293,351,86,266,7484,0,0,1313,0,0,433,2,2,102652,0,0,650,0,54,0,0,1120,238.88 MB,12.41 GB,326
4/18/2022 0:04:06,2,0,107,5398,31293,351,86,266,7484,0,0,1313,0,0,433,0,0,102652,0,0,650,0,54,0,0,1120,238.88 MB,12.41 GB,326
4/19/2022 0:09:54,11,0,107,5418,31299,362,86,267,7498,2,2,1315,1,2,434,110,57,102760,0,0,650,0,54,5,1,1125,239.16 MB,12.46 GB,328
4/20/2022 0:00:12,5,0,107,5418,31299,362,86,267,7498,0,0,1315,0,0,434,1,0,102761,0,0,650,0,54,0,0,1125,239.16 MB,12.46 GB,328
4/21/2022 0:01:38,4,0,107,5418,31300,362,86,267,7498,0,0,1315,0,0,434,3,1,102764,0,0,650,0,54,0,0,1125,239.17 MB,12.46 GB,328
4/22/2022 0:08:08,3,0,107,5418,31300,362,86,267,7498,0,0,1315,0,0,434,0,1,102764,0,0,650,0,54,0,0,1125,239.17 MB,12.46 GB,328
4/23/2022 0:45:59,5,0,107,5418,31301,362,86,267,7499,0,0,1315,0,0,434,5,6,102769,0,0,650,0,54,0,0,1125,239.17 MB,12.46 GB,328
4/24/2022 0:07:21,6,0,107,5418,31301,362,86,267,7499,0,0,1315,0,0,434,0,1,102769,0,0,650,0,54,0,0,1125,239.17 MB,12.46 GB,328
4/25/2022 0:13:49,5,0,107,5419,31304,363,86,267,7502,0,1,1315,0,0,434,6,7,102775,0,0,650,0,54,0,0,1125,239.18 MB,12.46 GB,328
4/26/2022 0:12:58,4,0,107,5419,31304,363,86,267,7502,0,0,1315,0,0,434,1,3,102775,0,0,650,0,54,0,0,1125,239.18 MB,12.46 GB,328
4/27/2022 0:05:42,3,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,4,1,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
4/28/2022 0:56:06,4,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,0,2,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
4/29/2022 0:14:33,3,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,0,0,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
4/30/2022 0:02:06,4,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,0,2,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
5/1/2022 0:06:06,6,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,0,0,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
5/2/2022 0:01:49,6,0,107,5420,31304,363,86,267,7502,0,0,1315,0,0,434,0,0,102779,0,0,650,0,54,0,0,1125,239.19 MB,12.46 GB,328
5/3/2022 0:04:15,3,0,107,5420,31305,363,86,267,7502,0,0,1315,0,0,434,3,3,102782,0,0,650,0,54,2,0,1127,239.20 MB,12.46 GB,328
5/4/2022 0:02:29,6,1,107,5417,31307,365,86,269,7512,1,0,1316,0,0,434,16,18,102795,0,0,650,0,55,3,0,1128,239.28 MB,12.46 GB,328
5/5/2022 0:13:57,7,0,107,5420,31311,365,86,270,7519,1,0,1317,2,2,436,21,11,102816,0,0,650,0,55,3,0,1131,239.37 MB,12.46 GB,328
5/6/2022 0:00:18,4,0,107,5423,31313,367,86,271,7524,0,0,1317,1,1,437,22,16,102838,0,0,650,0,55,4,0,1135,239.56 MB,12.46 GB,328
5/7/2022 0:06:08,3,0,107,5424,31313,368,86,271,7552,0,0,1317,0,1,437,20,17,102858,0,0,650,0,55,1,0,1136,239.66 MB,12.46 GB,328
5/8/2022 0:02:58,8,0,107,5424,31313,368,86,271,7552,0,0,1317,0,0,437,0,0,102858,0,0,650,0,55,0,0,1136,239.66 MB,12.46 GB,328
5/9/2022 0:32:48,5,0,107,5424,31313,368,86,271,7552,0,0,1317,0,0,437,0,0,102858,0,0,650,0,55,0,0,1136,239.66 MB,12.46 GB,328
5/10/2022 0:15:04,3,0,107,5426,31313,372,86,271,7556,0,0,1317,0,0,437,30,21,102888,0,0,650,0,55,0,0,1136,239.72 MB,12.46 GB,328
5/11/2022 0:07:17,5,0,107,5426,31313,372,86,271,7556,0,0,1317,0,0,437,0,2,102888,0,0,650,0,55,0,0,1136,239.73 MB,12.46 GB,328
5/12/2022 1:01:30,2,0,107,5426,31314,373,86,271,7561,0,0,1317,0,0,437,17,8,102905,0,0,650,0,55,2,0,1138,239.76 MB,12.46 GB,330
5/13/2022 0:30:08,3,0,107,5426,31315,373,86,271,7561,0,0,1317,0,0,437,10,2,102915,0,0,650,0,55,0,0,1138,239.78 MB,12.46 GB,330
5/14/2022 1:01:40,1,0,107,5426,31315,373,86,271,7561,0,0,1317,0,0,437,3,0,102918,0,0,650,0,55,0,0,1138,239.78 MB,12.46 GB,330
5/15/2022 0:02:33,2,0,107,5426,31315,373,86,271,7561,0,0,1317,0,0,437,0,0,102918,0,0,650,0,55,0,0,1138,239.78 MB,12.46 GB,330
5/16/2022 0:15:24,7,0,107,5427,31315,373,86,271,7563,0,2,1317,0,0,437,9,7,102927,1,0,651,0,55,0,0,1138,239.82 MB,12.46 GB,331
5/17/2022 0:07:24,3,0,107,5427,31315,373,86,271,7563,0,1,1317,0,0,437,0,1,102927,0,0,651,0,55,0,0,1138,239.82 MB,12.46 GB,331
5/18/2022 0:30:07,5,0,107,5427,31315,373,86,271,7563,0,0,1317,0,0,437,0,1,102927,0,0,651,0,55,0,0,1138,239.82 MB,12.46 GB,331
5/19/2022 0:01:25,6,0,107,5427,31313,379,86,271,7565,0,0,1317,0,0,437,11,9,102938,0,0,651,0,55,1,0,1139,239.87 MB,12.46 GB,331
5/20/2022 0:07:48,4,0,107,5427,31313,379,86,271,7565,0,0,1317,0,0,437,0,0,102938,0,0,651,0,55,0,0,1139,239.87 MB,12.46 GB,331
5/21/2022 0:04:08,6,0,107,5427,31313,379,86,271,7565,0,0,1317,0,0,437,2,0,102940,0,0,651,0,55,0,0,1139,239.87 MB,12.46 GB,331
5/22/2022 0:04:46,4,0,107,5427,31314,380,86,271,7565,0,0,1317,0,0,437,2,3,102942,0,0,651,0,55,0,0,1139,239.87 MB,12.46 GB,331
5/23/2022 0:08:35,4,0,107,5427,31315,380,86,271,7565,0,0,1317,0,0,437,1,1,102943,0,0,651,0,55,0,0,1139,239.89 MB,12.46 GB,331
5/24/2022 0:15:27,5,0,107,5427,31315,380,86,271,7565,0,0,1317,0,0,437,0,0,102943,0,0,651,0,55,0,0,1139,239.89 MB,12.46 GB,331
5/25/2022 0:22:12,5,0,107,5427,31315,380,86,271,7565,0,0,1317,0,0,437,0,0,102943,0,0,651,0,55,0,0,1139,239.89 MB,12.46 GB,331
5/26/2022 0:10:22,2,0,107,5430,31317,384,86,271,7568,0,0,1317,0,0,437,25,11,102967,0,0,651,0,55,0,0,1139,239.94 MB,12.46 GB,331
5/27/2022 0:02:20,5,0,107,5430,31317,384,86,271,7568,0,0,1317,0,0,437,0,1,102967,0,0,651,0,55,0,0,1139,239.94 MB,12.46 GB,331
5/28/2022 0:02:41,4,0,107,5430,31317,384,86,271,7568,0,0,1317,0,0,437,0,0,102967,0,0,651,0,55,0,0,1139,239.94 MB,12.46 GB,331
5/29/2022 0:22:06,7,0,107,5430,31318,384,86,271,7597,0,0,1317,0,0,437,25,20,102992,0,0,651,0,55,0,0,1139,240.03 MB,12.46 GB,333
5/30/2022 0:03:41,4,0,107,5442,31339,396,86,271,7601,3,0,1320,0,0,437,91,38,103082,0,0,651,0,55,5,0,1144,240.28 MB,12.49 GB,333
5/31/2022 0:08:36,3,0,107,5446,31341,398,86,271,7603,0,0,1320,0,0,437,37,6,103119,0,0,651,0,55,5,0,1149,240.34 MB,12.49 GB,333
6/1/2022 0:18:26,2,0,107,5446,31340,400,86,271,7603,0,0,1320,0,0,437,1,3,103120,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/2/2022 0:05:22,4,0,107,5446,31340,400,86,271,7603,0,0,1320,0,0,437,1,1,103121,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/3/2022 0:05:07,3,0,107,5446,31340,400,86,271,7603,0,0,1320,0,0,437,0,0,103121,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/4/2022 0:06:31,2,0,107,5446,31340,400,86,271,7603,0,0,1320,0,0,437,0,0,103121,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/5/2022 0:08:32,0,0,107,5446,31340,400,86,271,7603,0,0,1320,0,0,437,0,0,103121,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/6/2022 0:05:34,6,0,107,5446,31341,400,86,271,7604,0,0,1320,0,0,437,2,1,103123,0,0,651,0,55,0,0,1149,240.34 MB,12.49 GB,333
6/7/2022 0:30:06,4,0,107,5446,31342,400,86,271,7604,0,0,1320,0,0,437,3,1,103126,0,0,651,0,55,0,0,1149,240.35 MB,12.49 GB,333
6/8/2022 0:32:25,4,0,107,5447,31343,401,86,271,7604,0,0,1320,0,0,437,2,2,103128,0,0,651,0,55,0,0,1149,240.36 MB,12.49 GB,333
