Date,Entries Published,Libraries Created,Unlinked Translations,Drafts,Pending Review,Pending Verification,Pending Transcription,Need Formatting,Total Entry Relationships,Books Added,Collections updated,Total Books,Profiles Created,Profiles Updated,Total Authors,Translations Recorded,Translations Updated,Total Translations,Definitions Created,Terminologies Updated,Total Terminologies Recorded,Libraries Updated,Total Libraries,Tags Created,Tags Updated,Total Tags,Database Size,Bookshelf Size,Total Contributors
7/30/2020,7,0,4065,4630,25207,0,63,229,3208,0,0,909,0,0,320,19,2,83997,0,0,443,0,38,0,0,576,193.86 MB,9.60 GB,
7/30/2020,7,0,4065,4630,25207,0,63,229,3208,0,0,909,0,0,320,19,2,83997,0,0,443,0,38,0,0,576,193.86 MB,9.60 GB,
7/31/2020,3,0,4065,4630,25206,0,63,229,3208,0,0,909,0,0,320,3,3,83997,0,0,443,0,38,0,0,576,193.87 MB,9.60 GB,
8/1/2020,8,0,4065,4630,25206,0,63,229,3211,0,0,909,0,0,320,7,8,84004,0,0,443,0,38,0,0,576,193.91 MB,9.60 GB,
8/2/2020,5,0,4065,4632,25207,0,63,229,3211,1,1,910,0,0,320,10,3,84014,0,0,443,0,38,0,0,576,193.93 MB,9.62 GB,
8/3/2020,3,0,4065,4632,25207,0,63,229,3211,0,0,910,0,0,320,1,0,84014,0,0,443,0,38,0,0,576,193.93 MB,9.62 GB,
8/4/2020,5,0,4065,4632,25206,0,63,229,3211,1,0,911,0,0,320,7,1,84017,0,0,443,0,38,0,0,576,193.94 MB,9.62 GB,
8/5/2020,2,0,4065,4633,25206,0,63,229,3211,0,0,911,0,0,320,2,2,84019,0,0,443,0,38,0,0,576,193.95 MB,9.62 GB,
8/6/2020,5,0,4065,4633,25206,0,63,229,3211,0,0,911,0,0,320,0,1,84019,0,0,443,0,38,0,0,576,193.95 MB,9.62 GB,
8/7/2020,3,0,4065,4633,25206,0,63,229,3212,0,0,911,0,0,320,2,0,84021,0,0,443,0,38,0,0,576,193.96 MB,9.62 GB,
8/8/2020,2,0,4065,4633,25206,0,63,229,3212,0,6,911,0,1,320,1,0,84022,0,0,443,0,38,0,0,576,188.93 MB,9.62 GB,
8/9/2020,2,0,4065,4633,25206,0,63,229,3212,0,0,911,0,0,320,0,2,84022,0,0,443,0,38,0,0,576,188.95 MB,9.62 GB,
8/10/2020,2,0,4065,4633,25206,0,63,229,3212,0,0,911,0,0,320,0,0,84022,0,0,443,0,38,0,0,576,188.95 MB,9.62 GB,
8/11/2020,3,0,4065,4633,25206,0,63,229,3212,0,0,911,0,0,320,0,0,84022,0,0,443,0,38,0,0,576,188.95 MB,9.62 GB,
8/12/2020,3,0,4065,4633,25206,0,63,229,3212,0,0,911,0,0,320,0,0,84022,0,0,443,0,38,0,0,576,188.95 MB,9.62 GB,
8/13/2020,1,0,4065,4633,25206,0,63,229,3216,0,0,911,0,0,320,5,0,84027,0,0,443,0,38,0,0,576,189.00 MB,9.62 GB,
8/14/2020,3,0,4065,4633,25209,0,63,229,3224,0,0,911,1,2,320,12,1,84035,0,0,443,0,38,0,0,576,189.04 MB,9.62 GB,
8/15/2020,3,0,4065,4633,25218,0,63,229,3227,0,0,911,0,1,320,33,5,84068,0,0,443,0,38,1,0,577,189.17 MB,9.62 GB,
8/16/2020,2,0,4065,4633,25218,0,63,229,3227,0,0,911,0,0,320,7,2,84068,0,0,443,0,38,0,0,577,189.17 MB,9.62 GB,
8/17/2020,2,0,4065,4634,25219,0,63,229,3227,0,0,911,0,0,320,6,3,84074,0,1,443,0,38,0,0,577,189.20 MB,9.62 GB,
8/18/2020,8,0,4065,4638,25222,0,63,229,3231,3,3,914,0,2,320,50,20,84120,0,1,443,0,38,1,0,578,189.29 MB,9.62 GB,
8/19/2020,1,0,4065,4638,25224,0,63,229,3251,3,1,915,0,2,320,56,14,84151,0,0,443,0,38,0,0,578,189.44 MB,9.62 GB,
8/20/2020,5,0,4065,4638,25225,0,63,229,3251,0,0,915,0,0,320,21,2,84160,0,0,443,0,38,0,0,578,189.46 MB,9.62 GB,
8/21/2020,8,0,4065,4638,25225,0,63,229,3251,0,1,915,0,0,320,10,3,84161,13,0,456,0,38,0,0,578,189.47 MB,9.62 GB,
8/22/2020,5,0,4065,4638,25225,0,63,229,3251,0,1,915,0,1,320,13,2,84174,13,0,456,0,38,0,0,578,189.49 MB,9.62 GB,
8/23/2020,3,0,4065,4638,25225,0,63,229,3251,0,0,915,0,0,320,3,2,84175,0,0,456,0,38,0,0,578,189.49 MB,9.62 GB,
8/24/2020,3,0,4065,4638,25225,0,63,229,3251,1,0,916,1,1,321,2,0,84177,0,0,456,0,38,0,0,578,189.49 MB,9.64 GB,
8/25/2020,4,0,4065,4638,25226,0,63,229,3251,0,0,916,0,1,321,8,4,84185,0,0,456,0,38,0,0,578,189.53 MB,9.64 GB,
8/26/2020,2,0,4065,4638,25226,0,63,229,3252,0,0,916,0,0,321,1,1,84186,0,0,456,0,38,0,0,578,189.53 MB,9.64 GB,
8/27/2020,3,0,4065,4638,25236,0,63,229,3355,2,8,918,1,3,322,78,15,84264,0,0,456,0,38,0,0,578,190.03 MB,9.71 GB,
8/28/2020,10,0,4065,4638,25239,0,63,229,3356,1,3,918,0,2,322,72,19,84272,0,0,456,0,38,0,0,578,190.07 MB,9.71 GB,
8/29/2020,4,0,4065,4638,25242,0,63,229,3383,0,1,918,0,0,322,35,4,84302,0,0,456,0,38,0,0,578,190.17 MB,9.71 GB,
8/29/2020,4,0,4065,4638,25242,0,63,229,3383,0,1,918,0,0,322,35,4,84302,0,0,456,0,38,0,0,578,190.17 MB,9.71 GB,
8/30/2020,2,0,4065,4638,25242,0,63,229,3383,0,0,918,0,1,322,0,1,84302,0,0,456,0,38,0,0,578,190.17 MB,9.71 GB,
8/31/2020,2,0,4065,4638,25244,0,63,229,3447,1,0,919,0,3,322,70,12,84372,0,0,456,0,38,0,0,578,190.44 MB,9.71 GB,
9/1/2020,7,0,4065,4639,25246,0,63,229,3448,1,1,919,0,2,322,55,12,84389,0,1,456,0,38,0,0,578,190.49 MB,9.71 GB,
9/2/2020,3,0,4065,4639,25246,0,63,229,3494,0,1,919,0,3,322,31,5,84419,0,1,456,0,38,0,0,578,190.63 MB,9.71 GB,
9/3/2020,4,0,4065,4639,25260,0,63,229,3494,0,1,919,0,1,322,35,6,84442,1,3,457,0,38,0,0,578,190.71 MB,9.71 GB,
9/4/2020,5,0,4065,4639,25268,0,63,229,3494,0,0,919,0,2,322,31,6,84455,1,0,457,0,38,0,0,578,190.76 MB,9.71 GB,
9/5/2020,2,0,4065,4639,25268,0,63,229,3494,0,0,919,0,0,322,0,0,84455,0,0,457,0,38,0,0,578,190.76 MB,9.71 GB,
9/6/2020,3,0,4065,4639,25268,0,63,229,3494,1,0,920,0,1,322,6,2,84460,0,0,457,0,38,0,0,578,190.77 MB,9.75 GB,
9/7/2020,7,0,4065,4642,25271,0,63,229,3500,1,0,920,0,1,322,19,7,84475,1,0,458,0,38,0,0,578,190.82 MB,9.75 GB,
9/8/2020,10,0,4065,4642,25271,0,63,229,3517,0,0,920,0,0,322,26,9,84494,1,0,458,0,38,0,0,578,190.91 MB,9.75 GB,
9/9/2020,4,0,4065,4644,25271,0,63,230,3639,2,0,922,0,4,322,45,10,84538,0,0,458,0,38,0,0,578,191.10 MB,9.75 GB,
9/10/2020,9,0,4065,4644,25275,0,63,230,3640,0,0,922,0,3,322,40,9,84556,0,0,458,0,38,0,0,578,191.14 MB,9.75 GB,
9/11/2020,6,0,4065,4644,25275,0,63,230,3640,0,0,922,0,0,322,7,1,84563,0,0,458,0,38,0,0,578,191.15 MB,9.75 GB,
9/12/2020,10,0,4065,4644,25275,0,63,230,3640,0,0,922,0,0,322,15,4,84571,0,0,458,0,38,0,0,578,191.16 MB,9.75 GB,
9/13/2020,3,0,4065,4644,25275,0,63,230,3640,0,0,922,0,0,322,0,0,84571,0,0,458,0,38,0,0,578,191.16 MB,9.75 GB,
9/14/2020,3,0,4065,4645,25276,0,63,230,3642,0,0,922,0,0,322,5,3,84576,0,0,458,0,38,0,0,578,191.18 MB,9.75 GB,
9/16/2020,1,0,4065,4645,25277,0,63,230,3644,0,0,922,0,0,322,2,1,84579,0,0,458,0,38,0,0,578,190.94 MB,9.75 GB,
9/17/2020,4,0,4065,4645,25277,0,63,230,3644,0,0,922,0,0,322,0,0,84579,0,0,458,0,38,0,0,578,190.95 MB,9.75 GB,
9/18/2020,2,0,4065,4645,25278,0,63,230,3694,0,0,922,0,0,322,35,6,84614,0,0,458,0,38,0,0,578,191.14 MB,9.75 GB,
9/19/2020,2,0,4065,4645,25278,0,63,230,3694,0,0,922,0,0,322,1,0,84614,0,0,458,0,38,0,0,578,191.14 MB,9.75 GB,
9/20/2020,6,0,4065,4646,25279,0,63,230,3694,1,0,923,0,0,322,5,5,84619,0,0,458,0,38,0,0,578,191.17 MB,9.75 GB,
9/21/2020,2,0,4065,4646,25279,0,63,230,3694,0,0,923,0,0,322,1,0,84619,0,0,458,0,38,0,0,578,191.17 MB,9.75 GB,
9/22/2020,4,0,4065,4646,25278,0,63,230,3694,0,0,923,0,1,322,8,6,84627,0,0,458,0,38,0,0,578,191.26 MB,9.75 GB,
9/23/2020,5,0,4065,4646,25277,0,63,230,3694,0,1,923,0,1,322,9,8,84628,0,0,458,0,38,0,0,578,191.28 MB,9.75 GB,
9/24/2020,3,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,3,0,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/25/2020,5,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,3,0,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/26/2020,1,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,0,1,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/27/2020,2,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,0,0,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/28/2020,3,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,0,0,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/28/2020,3,0,4065,4646,25278,0,63,230,3694,0,0,923,0,0,322,0,0,84631,0,0,458,0,38,0,0,578,191.29 MB,9.75 GB,
9/29/2020,2,0,4065,4646,25279,0,63,230,3694,0,0,923,0,0,322,1,0,84632,0,0,458,0,38,0,0,578,191.30 MB,9.75 GB,
9/30/2020,3,0,4065,4646,25279,0,63,230,3695,0,0,923,0,0,322,1,0,84633,0,0,458,0,38,0,0,578,191.30 MB,9.75 GB,
10/1/2020,1,0,4065,4646,25279,0,63,230,3695,0,0,923,0,0,322,0,0,84633,0,0,458,0,38,0,0,578,191.30 MB,9.75 GB,
10/2/2020,3,0,4065,4646,25279,0,63,230,3695,0,0,923,0,0,322,0,0,84633,0,0,458,0,38,0,0,578,191.30 MB,9.75 GB,
10/3/2020,1,0,4065,4646,25279,0,63,230,3696,0,0,923,0,0,322,1,0,84634,0,0,458,0,38,0,0,578,191.31 MB,9.75 GB,
10/4/2020,4,0,4065,4646,25281,0,63,230,3699,0,0,923,0,0,322,25,3,84659,0,0,458,0,38,0,0,578,191.37 MB,9.75 GB,
10/5/2020,4,0,4065,4646,25281,0,63,230,3699,0,0,923,0,0,322,11,1,84659,0,0,458,0,38,0,0,578,191.37 MB,9.75 GB,
10/6/2020,1,0,4065,4646,25281,0,63,230,3699,0,0,923,0,0,322,0,0,84659,0,0,458,0,38,0,0,578,191.37 MB,9.75 GB,
10/7/2020,2,0,4065,4646,25281,0,63,230,3699,0,0,923,0,0,322,0,0,84659,0,0,458,0,38,0,0,578,191.37 MB,9.75 GB,
10/8/2020,3,0,4065,4646,25281,0,63,230,3699,0,0,923,0,0,322,0,1,84659,0,0,458,0,38,0,0,578,191.37 MB,9.75 GB,
10/9/2020,6,0,4065,4646,25281,0,63,230,3702,1,2,924,0,2,322,8,4,84666,0,0,458,0,38,0,0,578,191.40 MB,9.75 GB,
10/10/2020,1,0,4065,4646,25281,0,63,230,3702,0,0,924,0,0,322,2,2,84667,0,0,458,0,38,0,0,578,191.40 MB,9.75 GB,
10/11/2020,5,0,4065,4646,25284,0,63,230,3702,1,0,925,0,1,322,21,6,84687,0,0,458,0,38,0,0,578,191.46 MB,9.75 GB,
10/12/2020,8,0,4065,4647,25288,0,63,230,3705,2,0,927,1,3,322,30,11,84714,0,0,458,0,38,0,0,578,191.52 MB,9.75 GB,
10/13/2020,4,0,4065,4647,25288,0,63,230,3705,0,0,927,0,0,322,0,0,84714,0,0,458,0,38,0,0,578,191.52 MB,9.75 GB,
10/14/2020,1,0,4065,4647,25289,0,63,230,3705,0,0,927,0,0,322,1,0,84715,0,0,458,0,38,0,0,578,191.53 MB,9.75 GB,
10/15/2020,4,0,4065,4647,25290,0,63,230,3706,0,0,927,0,0,322,3,1,84718,0,0,458,0,38,0,0,578,191.54 MB,9.75 GB,
10/16/2020,1,0,4065,4647,25291,0,63,230,3706,0,0,927,0,0,322,12,2,84728,0,0,458,0,38,0,0,578,191.57 MB,9.75 GB,
10/17/2020,3,0,4065,4647,25292,0,63,230,3706,0,0,927,0,0,322,4,1,84731,0,0,458,0,38,0,0,578,191.59 MB,9.75 GB,
10/18/2020,9,0,4065,4647,25296,0,63,230,3708,2,0,928,0,2,322,27,7,84754,0,0,458,0,38,0,0,578,191.68 MB,9.78 GB,
10/19/2020,12,0,4065,4647,25366,0,63,236,3810,2,0,929,1,2,323,128,22,84872,0,0,458,0,38,0,0,578,192.16 MB,9.78 GB,
10/20/2020,7,0,4065,4649,25377,0,63,236,3811,2,0,930,1,3,323,54,10,84896,0,0,458,0,38,0,0,578,192.25 MB,9.78 GB,
10/21/2020,2,0,4065,4650,25386,0,63,236,3811,0,3,930,0,0,323,50,10,84930,2,1,460,0,38,0,0,578,192.36 MB,9.78 GB,
10/22/2020,4,0,4065,4650,25394,0,63,236,3815,0,0,930,0,0,323,21,4,84948,2,8,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/23/2020,3,0,4065,4650,25394,0,63,236,3815,0,0,930,0,0,323,1,1,84949,0,0,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/24/2020,2,0,4065,4650,25394,0,63,236,3815,0,0,930,0,0,323,0,0,84949,0,0,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/25/2020,3,0,4065,4650,25394,0,63,236,3815,0,0,930,0,0,323,0,0,84949,0,0,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/26/2020,2,0,4065,4650,25394,0,63,236,3815,0,0,930,0,0,323,0,0,84949,0,0,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/27/2020,5,0,4065,4650,25396,0,63,236,3816,0,0,930,0,0,323,6,2,84955,0,0,462,0,38,0,0,578,192.43 MB,9.78 GB,
10/28/2020,7,0,4065,4650,25399,0,63,236,3824,0,0,930,0,0,323,16,11,84964,0,0,462,0,38,0,0,578,192.49 MB,9.78 GB,
10/28/2020,7,0,4065,4650,25399,0,63,236,3824,0,0,930,0,0,323,16,11,84964,0,0,462,0,38,0,0,578,192.49 MB,9.78 GB,
10/29/2020,3,0,4065,4650,25400,0,63,236,3825,1,0,931,0,0,323,6,5,84966,0,0,462,0,38,0,0,578,192.50 MB,9.78 GB,
10/30/2020,5,0,4065,4650,25400,0,63,236,3825,1,0,931,0,0,323,2,1,84966,0,0,462,0,38,0,0,578,192.50 MB,9.78 GB,
10/31/2020,2,0,4065,4650,25401,0,63,236,3825,0,0,931,0,0,323,1,1,84967,0,0,462,0,38,0,0,578,192.50 MB,9.78 GB,
11/1/2020,8,0,4065,4650,25401,0,63,236,3825,2,0,933,1,1,324,14,2,84981,0,0,462,0,38,0,0,578,192.52 MB,9.79 GB,
11/2/2020,10,0,4065,4650,25404,0,63,236,3825,5,1,936,3,4,326,33,7,85001,0,0,462,0,38,0,0,578,192.57 MB,9.83 GB,
11/3/2020,5,0,4065,4650,25404,0,63,236,3826,3,0,936,2,3,326,13,1,85003,0,0,462,0,38,0,0,578,192.57 MB,9.83 GB,
11/4/2020,4,0,4065,4650,25404,0,63,236,3826,0,0,936,0,1,326,0,0,85003,0,0,462,0,38,0,0,578,192.58 MB,9.83 GB,
11/5/2020,1,0,4065,4650,25407,0,63,236,3826,0,0,936,0,1,326,3,1,85006,0,0,462,0,38,0,0,578,192.60 MB,9.83 GB,
11/6/2020,5,0,4065,4650,25407,0,63,236,3826,0,0,936,0,0,326,0,0,85006,0,0,462,0,38,0,0,578,192.60 MB,9.83 GB,
11/7/2020,1,0,4065,4650,25407,0,63,236,3826,0,0,936,0,0,326,0,0,85006,0,0,462,0,38,0,0,578,192.60 MB,9.83 GB,
11/8/2020,2,0,4065,4650,25407,0,63,236,3826,1,0,937,0,0,326,0,0,85006,0,0,462,0,38,0,0,578,192.60 MB,9.83 GB,
11/10/2020,5,0,4065,4650,25408,0,63,236,3829,0,0,937,0,0,326,9,1,85016,0,0,462,0,38,0,0,578,192.63 MB,9.83 GB,
11/11/2020,7,0,4065,4650,25409,0,63,236,3830,1,0,938,0,0,326,12,3,85019,0,0,462,0,38,0,0,578,192.63 MB,9.83 GB,
11/12/2020,1,0,4065,4650,25409,0,63,236,3830,0,0,938,0,0,326,0,0,85019,0,0,462,0,38,0,0,578,192.63 MB,9.83 GB,
11/13/2020,5,0,4065,4658,25453,0,63,235,3895,1,4,939,1,1,327,116,16,85135,0,0,462,0,38,0,0,578,192.97 MB,9.90 GB,
11/14/2020,3,0,4065,4663,25515,8,63,235,3900,1,2,940,0,1,327,146,36,85222,0,0,462,0,38,0,0,578,193.26 MB,9.90 GB,
11/15/2020,3,0,4065,4663,25524,8,63,235,3903,1,0,940,0,1,327,47,14,85233,0,0,462,0,38,0,0,578,193.29 MB,9.90 GB,
11/16/2020,5,0,4065,4663,25543,8,63,235,3911,4,5,944,1,5,328,53,16,85284,0,0,462,0,38,1,0,579,193.51 MB,9.91 GB,
11/17/2020,2,0,4065,4664,25546,8,63,235,3911,0,2,944,0,1,328,13,5,85288,0,0,462,0,38,0,0,579,193.53 MB,9.91 GB,
11/18/2020,4,0,4065,4665,25551,8,63,235,3921,1,0,945,0,1,328,14,0,85302,0,1,462,0,38,0,0,579,193.57 MB,9.91 GB,
11/19/2020,3,0,4065,4665,25551,8,63,235,3921,0,0,945,0,0,328,13,0,85302,0,0,462,0,38,0,0,579,193.57 MB,9.91 GB,
11/20/2020,2,0,4065,4665,25553,8,63,235,3921,0,0,945,0,0,328,4,3,85306,0,0,462,0,38,0,0,579,193.59 MB,9.91 GB,
11/21/2020,8,0,4065,4665,25553,8,63,235,3921,1,0,945,0,0,328,21,14,85323,0,0,462,0,38,0,0,579,193.61 MB,10.06 GB,
11/22/2020,1,0,4065,4665,25553,8,63,235,3921,0,0,945,0,0,328,6,3,85329,0,0,462,0,38,0,0,579,193.62 MB,10.06 GB,
11/23/2020,3,0,4065,4665,25553,8,63,235,3921,0,0,945,0,0,328,1,1,85330,0,0,462,0,38,0,0,579,193.62 MB,10.06 GB,
11/24/2020,2,0,4065,4665,25553,8,63,235,3921,0,0,945,0,0,328,2,2,85331,0,0,462,0,38,0,0,579,193.63 MB,10.06 GB,
11/25/2020,2,0,4065,4665,25553,8,63,235,3921,0,0,945,0,0,328,0,1,85331,0,0,462,0,38,0,0,579,193.63 MB,10.06 GB,
11/26/2020,4,0,4065,4665,25554,8,63,235,4082,3,2,948,1,2,329,117,17,85448,0,0,462,0,38,0,0,579,194.17 MB,10.06 GB,
11/27/2020,5,0,4065,4665,25560,8,63,235,4100,0,0,948,0,0,329,50,12,85483,0,0,462,0,38,0,0,579,194.27 MB,10.06 GB,
11/27/2020,5,0,4065,4665,25560,8,63,235,4100,0,0,948,0,0,329,50,12,85483,0,0,462,0,38,0,0,579,194.27 MB,10.06 GB,
11/28/2020,2,0,4065,4665,25562,8,63,235,4113,0,1,948,0,0,329,14,2,85495,0,0,462,0,38,0,0,579,194.33 MB,10.06 GB,
11/29/2020,4,0,4065,4665,25573,8,63,235,4278,4,2,952,1,1,330,149,18,85641,0,0,462,0,38,0,0,579,194.86 MB,10.06 GB,
11/30/2020,4,1,4065,4665,25581,8,63,235,4420,1,0,953,0,1,330,93,19,85712,3,0,465,0,39,0,0,579,195.17 MB,10.06 GB,
12/1/2020,5,0,4065,4668,25585,8,63,235,4424,2,2,955,0,0,330,63,12,85751,3,0,465,0,39,0,0,579,195.27 MB,10.06 GB,
12/2/2020,2,0,4065,4668,25587,8,63,235,4460,1,1,956,1,1,331,63,13,85801,1,1,466,0,39,0,0,579,195.42 MB,10.06 GB,
12/3/2020,2,0,4065,4669,25587,8,63,235,4462,1,1,956,1,3,331,34,5,85806,0,0,466,0,39,0,0,579,195.43 MB,10.06 GB,
12/4/2020,4,0,4065,4669,25587,8,63,235,4462,0,0,956,0,0,331,0,0,85806,0,0,466,0,39,0,0,579,195.43 MB,10.06 GB,
12/5/2020,2,0,4065,4669,25591,8,63,235,4513,2,3,958,0,0,331,36,3,85841,0,0,466,0,39,0,0,579,195.54 MB,10.06 GB,
12/6/2020,2,0,4065,4669,25594,8,63,235,4514,1,1,958,0,0,331,20,5,85846,0,0,466,0,39,0,0,579,195.55 MB,10.06 GB,
12/7/2020,4,0,4065,4669,25596,8,63,235,4514,0,1,958,0,0,331,14,3,85858,0,0,466,0,39,0,0,579,195.57 MB,10.06 GB,
12/8/2020,8,0,4065,4676,25610,8,63,235,4521,8,5,966,2,2,332,117,27,85966,0,0,466,0,39,0,0,579,195.82 MB,10.06 GB,
12/9/2020,1,0,4065,4677,25634,8,63,235,4530,2,0,967,1,1,332,143,40,86083,0,0,466,0,39,1,0,580,195.99 MB,10.06 GB,
12/10/2020,9,0,4065,4686,25672,8,63,236,4542,2,0,967,0,1,332,155,52,86220,0,0,466,0,39,0,0,580,196.22 MB,10.06 GB,
12/11/2020,1,0,4065,4693,25725,8,62,237,4550,2,4,967,0,0,332,207,91,86375,0,0,466,0,39,0,0,580,196.49 MB,10.06 GB,
12/12/2020,6,0,4065,4695,25735,8,62,237,4559,1,1,968,0,0,332,95,40,86422,0,0,466,0,39,0,0,580,196.55 MB,10.06 GB,
12/13/2020,3,0,4065,4706,25759,8,62,237,4603,2,0,969,0,0,332,191,60,86576,0,0,466,0,39,0,0,580,196.89 MB,10.06 GB,
12/14/2020,4,0,4065,4706,25759,8,62,237,4676,1,0,969,0,0,332,170,36,86652,0,0,466,1,39,0,0,580,197.17 MB,10.06 GB,
12/15/2020,3,0,4065,4706,25759,8,62,237,4676,0,0,969,0,0,332,1,0,86652,0,0,466,1,39,0,0,580,197.17 MB,10.06 GB,
12/16/2020,4,0,4065,4706,25760,8,62,238,4687,0,0,969,0,0,332,13,1,86665,0,0,466,0,39,0,0,580,197.23 MB,10.06 GB,
12/17/2020,3,0,4065,4708,25768,8,62,239,4690,0,1,969,0,0,332,22,8,86684,0,0,466,0,39,0,0,580,197.30 MB,10.06 GB,
12/18/2020,4,0,4065,4709,25769,8,62,239,4691,0,0,969,0,0,332,20,2,86692,0,0,466,0,39,0,0,580,197.31 MB,10.06 GB,
12/19/2020,5,0,4065,4710,25776,8,62,239,4693,0,0,969,0,0,332,30,3,86720,0,0,466,0,39,0,0,580,197.38 MB,10.06 GB,
12/20/2020,5,0,4065,4710,25776,8,62,239,4693,0,0,969,0,0,332,13,1,86720,0,0,466,0,39,0,0,580,197.38 MB,10.06 GB,
12/21/2020,2,0,4065,4711,25778,8,62,239,4693,0,0,969,0,0,332,18,4,86738,0,0,466,0,39,0,0,580,197.40 MB,10.06 GB,
12/22/2020,5,0,4065,4716,25779,8,62,239,4693,3,1,972,0,0,332,15,3,86750,0,0,466,0,39,0,0,580,197.46 MB,10.06 GB,
12/23/2020,7,0,4065,4723,25787,8,62,239,4698,1,0,973,0,0,332,81,11,86831,4,0,470,0,39,0,0,580,197.62 MB,10.06 GB,
12/24/2020,2,0,4065,4729,25811,8,62,239,4741,6,6,979,6,7,337,197,32,86987,4,0,470,0,39,0,0,580,197.94 MB,10.13 GB,
12/25/2020,5,0,4065,4735,25825,8,62,239,4761,0,5,979,0,0,337,129,29,87078,11,1,481,0,39,0,0,580,198.19 MB,10.13 GB,
12/26/2020,2,0,4065,4740,25831,8,62,239,4772,0,3,979,0,0,337,87,19,87125,9,0,481,0,39,0,0,580,198.33 MB,10.13 GB,
12/27/2020,4,0,4065,4749,25848,8,62,239,4793,4,8,983,0,0,337,90,15,87206,0,0,481,0,39,0,0,580,198.54 MB,10.14 GB,
12/27/2020,5,0,4065,4749,25849,8,62,239,4793,4,8,983,0,0,337,95,15,87211,0,0,481,0,39,0,0,580,198.55 MB,10.14 GB,
12/28/2020,9,0,4065,4774,25891,8,62,239,4925,5,10,984,1,1,338,290,45,87469,0,2,481,0,39,0,0,580,199.24 MB,10.14 GB,
12/29/2020,8,0,4065,4774,25894,8,62,239,4933,3,0,986,1,2,338,101,14,87504,0,1,481,0,39,0,0,580,199.34 MB,10.15 GB,
12/30/2020,3,0,4065,4777,25905,8,62,239,4949,2,1,988,0,1,338,43,17,87543,1,0,482,0,39,0,0,580,199.56 MB,10.15 GB,
12/31/2020,1,0,4065,4777,25905,8,62,239,4949,0,0,988,0,0,338,9,1,87543,0,0,482,0,39,0,0,580,199.56 MB,10.15 GB,
1/1/2021,9,0,4065,4782,25919,8,62,238,4962,1,2,989,1,21,339,51,12,87594,0,0,482,0,39,0,0,580,199.70 MB,10.15 GB,
1/2/2021,4,1,4065,4808,25931,8,62,238,4967,4,1,993,1,2,340,53,8,87645,0,0,482,0,40,0,0,580,199.88 MB,10.22 GB,
1/3/2021,6,0,4065,4808,25931,8,62,238,4967,4,1,994,1,1,340,11,1,87646,0,0,482,0,40,0,0,580,199.89 MB,10.22 GB,
1/4/2021,2,0,4065,4808,25931,8,62,238,4967,0,0,994,0,0,340,0,0,87646,0,0,482,0,40,0,0,580,199.89 MB,10.22 GB,
1/5/2021,3,0,4065,4808,25931,8,62,238,4967,0,0,994,0,0,340,1,1,87647,0,0,482,0,40,0,0,580,199.90 MB,10.22 GB,
1/6/2021,3,0,4065,4808,25931,8,62,238,4967,0,0,994,0,0,340,0,0,87647,0,0,482,0,40,0,0,580,199.90 MB,10.22 GB,
1/7/2021,1,0,4065,4808,25931,8,62,238,4967,0,0,994,0,0,340,0,0,87647,0,0,482,0,40,0,0,580,199.90 MB,10.22 GB,
1/8/2021,3,0,4065,4808,25931,8,62,238,4967,0,1,994,0,0,340,0,1,87647,0,0,482,0,40,0,0,580,199.90 MB,10.22 GB,
1/9/2021,2,0,4065,4810,25931,8,62,238,4967,0,2,993,0,0,340,0,32,87647,0,0,482,0,40,0,0,580,199.90 MB,10.22 GB,
1/10/2021,2,0,4065,4815,25927,8,62,237,4968,0,0,993,0,0,340,0,93,87644,0,0,482,0,40,0,0,580,199.93 MB,10.22 GB,
1/11/2021,3,0,4065,4815,25927,8,62,237,4968,0,1,993,0,0,340,1,66,87645,0,0,482,0,40,0,0,580,199.93 MB,10.23 GB,
1/12/2021,2,0,4048,4815,25927,8,62,237,4967,1,0,990,0,1,339,1,110,87621,0,0,482,0,39,0,0,580,199.96 MB,10.24 GB,
1/13/2021,2,1,4047,4816,25928,8,62,236,4967,15,10,1005,3,9,340,5,8,87626,0,0,482,1,40,0,0,580,199.96 MB,10.24 GB,
1/14/2021,4,0,4047,4816,25928,8,62,236,4967,37,29,1030,17,25,354,0,1,87626,0,0,482,0,40,0,0,580,199.96 MB,10.24 GB,
1/15/2021,2,0,4047,4816,25928,8,62,236,4967,0,1,1030,0,0,354,0,0,87626,0,0,482,0,40,0,0,580,199.96 MB,10.58 GB,
