user,timestamp,surah,verse
2623,1440519917,2,101
2623,1440550078,2,105
2623,1440601842,2,116
2623,1440636147,2,126
2623,1440809135,2,141
2623,1440839683,2,144
2623,1440980573,2,161
2623,1441032593,2,171
2623,1441068000,2,185
2623,1441154660,2,210
2623,1441238470,2,226
2623,1441240764,2,237
2623,1441500379,2,247
2623,1441586733,2,251
2623,1441713992,2,257
2623,1441757936,2,265
2623,1441932281,2,280
2623,1442017872,3,1
2623,1442710634,3,21
2623,1442796615,3,51
2623,1442881948,3,66
2623,1443139920,3,91
2623,1443313999,3,106
2623,1443399827,3,112
2625,1446475893,41,37
2634,1440483712,2,60
2634,1440576747,2,109
2634,1440651070,2,133
2634,1440659439,2,155
2634,1441005687,2,158
2634,1441012038,2,185
2634,1441078459,2,200
2634,1441107732,2,220
2634,1441157757,2,237
2634,1441269432,2,250
2634,1441320951,2,253
2634,1441437464,3,19
2634,1441531855,3,23
2634,1441575449,3,37
2634,1441609426,3,73
2634,1441712808,3,100
2634,1441860872,3,120
2634,1441864211,3,153
2634,1442210756,3,176
2634,1442299838,4,1
2634,1442320925,4,3
2634,1442323082,4,16
2634,1442906179,4,25
2634,1443393050,4,43
2634,1443407064,4,74
2634,1443410230,4,77
2634,1443491655,4,102
2634,1443493044,4,120
2634,1443577973,4,150
2634,1443665140,4,160
2634,1443848610,4,173
2634,1443951519,5,8
2634,1443952122,5,21
2634,1443957995,5,27
2634,1443958299,5,36
2634,1443958604,5,43
2634,1443958719,5,45
2634,1443958991,5,49
2634,1443959283,5,59
2634,1444101469,5,80
2634,1444120573,5,86
2634,1444188101,5,110
2634,1444188350,6,1
2634,1444549687,6,30
2634,1444575427,6,58
2634,1444575716,6,68
2634,1444575805,6,70
2634,1444626639,6,82
2634,1444626863,6,91
2634,1444627190,6,100
2634,1444717856,6,110
2634,1444731435,6,130
2634,1444731692,6,137
2634,1445311519,6,155
2634,1445668248,7,60
2634,1445702572,7,95
2634,1445741870,68,3
2634,1445764003,7,30
2634,1445940791,7,40
2634,1445941003,7,49
2634,1445942648,7,80
2634,1446009664,7,111
2634,1446177012,7,126
2634,1446364034,7,157
2634,1446368588,7,171
2634,1446636544,8,1
2634,1446788621,8,30
2634,1446880414,8,33
2634,1447022216,8,60
2634,1447047899,9,20
2634,1447309692,9,35
2634,1447480899,9,40
2634,1447615354,9,54
2634,1448269376,9,70
2634,1448345165,9,100
2634,1448439806,9,101
2634,1448519859,9,111
2634,1448520013,9,115
2634,1448613605,10,1
2634,1448669654,10,10
2634,1448777345,10,23
2634,1449006715,10,27
2634,1449007651,10,72
2634,1449129380,11,1
2634,1449295226,11,15
2634,1449352659,11,27
2634,1449353206,11,35
2634,1449672773,11,64
2634,1449673253,11,82
2634,1449990720,11,101
2634,1450004593,11,108
2634,1450423851,12,35
2634,1450525974,12,78
2634,1450526228,12,83
2634,1450526765,12,108
2634,1450608372,13,10
2634,1451093629,13,17
2634,1451360646,14,10
2634,1451458941,14,40
2634,1451623367,14,48
2634,1451627363,15,1
2634,1451799660,15,6
2634,1451821997,15,85
2634,1451824182,16,1
2634,1451978265,16,10
2634,1451979310,16,26
2634,1452001111,16,65
2634,1452423457,17,45
2634,1452480249,17,80
2634,1452490370,17,90
2634,1452490774,17,102
2634,1452664365,18,22
2634,1452834104,18,31
2634,1452947423,18,50
2634,1453077607,18,94
2634,1453362405,20,15
2634,1453444114,18,42
2634,1453444934,18,81
2634,1453447547,19,1
2634,1453586997,20,1
2634,1453588290,20,71
2634,1453896282,20,135
2634,1453896294,21,1
2634,1454577113,21,44
2634,1454648534,21,100
2634,1455020921,22,35
2634,1455252656,22,45
2634,1455595367,23,1
2634,1456009123,23,46
2634,1456055508,23,62
2634,1456055747,23,78
2634,1456208096,24,1
2634,1457005757,24,10
2634,1457006540,24,33
2634,1457067895,24,41
2634,1457097700,24,64
2634,1457179967,25,56
2634,1457487129,26,1
2634,1457487668,26,40
2634,1457487826,26,50
2634,1457487897,26,56
2634,1457598487,26,70
2634,1457598719,26,100
2634,1457599487,26,207
2634,1457599661,27,1
2634,1457671895,27,20
2634,1457671965,27,22
2634,1457851477,27,34
2634,1457851857,27,49
2634,1457852435,27,68
2634,1457852743,27,87
2634,1457856260,28,1
2634,1457856303,28,3
2634,1458030720,28,10
2634,1458134871,28,14
2634,1458216442,28,20
2634,1458277058,28,40
2634,1458354992,28,55
2634,1458388498,29,1
2634,1458541077,29,25
2634,1459155364,29,30
2634,1459155513,29,37
2634,1459229414,29,60
2634,1459259654,30,1
2634,1459260124,30,23
2634,1459376313,30,45
2634,1459402196,31,16
2634,1459590679,31,30
2634,1459678181,32,1
2634,1459678460,32,17
2634,1459835036,33,5
2634,1459846886,33,17
2634,1459913256,33,25
2634,1460003006,33,35
2634,1460003039,33,36
2634,1460373908,33,41
2634,1460374002,33,48
2634,1460374060,33,49
2634,1460386154,33,50
2634,1460386236,33,52
2634,1461043502,34,1
2634,1461117762,34,34
2634,1461118052,34,46
2634,1461118106,34,50
2634,1461118171,35,1
2634,1461317807,35,6
2634,1461390550,35,16
2634,1461390905,35,35
2634,1461487201,35,44
2634,1461832339,36,1
2634,1461832560,36,18
2634,1461834623,36,34
2634,1461834940,36,60
2634,1461835247,37,1
2634,1461905165,37,50
2634,1461905474,37,101
2634,1461905606,37,113
2634,1461905702,37,103
2634,1462094468,37,126
2634,1462094762,37,168
2634,1462094949,38,1
2634,1462426526,38,27
2634,1462426632,38,34
2634,1462509477,38,51
2634,1462509609,38,65
2634,1462509794,39,1
2634,1462510143,39,15
2634,1462620633,39,29
2634,1462620835,39,42
2634,1462621233,39,69
2634,1462621391,39,75
2634,1462621415,40,1
2634,1462770425,40,14
2634,1463552248,40,26
2634,1464002323,40,60
2634,1464002525,40,73
2634,1464002747,41,1
2634,1464149795,41,15
2634,1464520916,41,29
2634,1464521651,41,35
2634,1464521703,41,38
2634,1464521868,41,45
2634,1464522086,42,1
2634,1464522613,42,21
2634,1464522683,42,23
2634,1464522789,42,27
2634,1464585448,42,37
2634,1464585818,43,1
2634,1464586039,43,18
2634,1464586174,43,25
2634,1464677011,43,30
2634,1464844618,43,44
2634,1464844663,43,46
2634,1464844700,43,48
2634,1464929655,44,1
2634,1465098777,44,25
2634,1465098819,44,29
2634,1465122442,44,38
2634,1465122696,45,1
2634,1465122957,45,14
2634,1465123043,45,18
2634,1465123112,45,20
2634,1465135084,47,16
2634,1465142854,47,18
2634,1465165388,47,36
2634,1465165601,48,6
2634,1465183571,48,15
2634,1465186013,49,1
2634,1465254233,49,10
2634,1465254460,50,1
2634,1465361649,50,14
2634,1465403917,50,33
2634,1465404083,51,1
2634,1465443074,52,1
2634,1465443741,52,32
2634,1465443921,53,1
2634,1465444310,53,40
2634,1465448056,53,42
2634,1465533868,54,1
2634,1465628313,54,37
2634,1465629885,55,1
2634,1465630249,55,51
2634,1465630474,55,57
2634,1465630661,55,78
2634,1465630705,56,1
2634,1465631210,56,61
2634,1465631330,56,72
2634,1465631509,57,1
2634,1465672819,58,1
2634,1465707032,58,19
2634,1465707182,58,22
2634,1465707221,59,1
2634,1465707681,59,12
2634,1465708082,59,21
2634,1465730931,60,1
2634,1465900259,61,1
2634,1465900555,62,1
2634,1465900645,62,5
2634,1465900738,62,9
2634,1465900799,63,1
2634,1465900877,63,4
2634,1466138706,64,1
2634,1466139034,64,17
2634,1466141560,65,1
2634,1466141957,66,1
2634,1466142213,66,9
2634,1466142328,67,1
2634,1466202137,68,1
2634,1466202572,69,1
2634,1466202934,70,1
2634,1466203266,71,1
2634,1466218367,72,1
2634,1466218713,73,1
2634,1466218851,73,15
2634,1466219040,74,1
2634,1466219400,75,1
2634,1466219436,75,4
2634,1466219765,76,1
2634,1466219826,76,5
2634,1466400723,76,27
2634,1466400791,77,1
2634,1466400957,77,30
2634,1466401100,78,1
2634,1466401221,78,25
2634,1466401347,79,1
2634,1466401517,79,11
2634,1466401726,79,23
2634,1466402030,80,1
2634,1466447794,81,1
2634,1466575088,82,1
2634,1466575189,83,1
2634,1466694061,84,1
2634,1466694171,85,1
2634,1466807195,86,1
2634,1466807282,87,1
2634,1466807368,88,1
2634,1466807475,89,1
2634,1466937795,90,1
2634,1466937886,91,1
2634,1466938025,92,1
2634,1466938119,93,1
2634,1466938174,94,1
2634,1466938247,95,1
2634,1466938297,96,1
2634,1466964878,97,1
2634,1466964921,98,1
2634,1466965053,99,1
2634,1466965108,100,1
2634,1466965173,101,1
2634,1466965240,102,1
2634,1466965286,103,1
2634,1466965326,104,1
2634,1466965371,105,1
2634,1466965406,106,1
2634,1467004791,107,1
2634,1467004831,108,1
2634,1467004849,109,1
2634,1467004885,110,1
2634,1467004910,111,1
2634,1467004940,112,1
2634,1467004956,113,1
2635,1435387608,2,49
2635,1443712244,2,125
2635,1443715810,2,256
2635,1443716101,2,269
2635,1443717656,3,133
2643,1437259392,83,29
2643,1445767037,39,65
2647,1458367053,97,1
2672,1441497904,79,12
2680,1441860449,58,20
2686,1443368796,25,33
2691,1434495700,7,172
2691,1434581258,7,173
2691,1434581777,7,175
2691,1434665720,7,179
2691,1434754138,7,183
2691,1434754168,7,186
2691,1434811820,7,187
2691,1434838115,7,188
2691,1434840849,7,191
2691,1434969874,7,192
2691,1434969977,7,193
2691,1434970103,7,199
2691,1435013080,7,204
2691,1435013903,7,206
2691,1435099460,8,1
2691,1435185446,8,2
2691,1435357177,8,9
2691,1435360480,8,19
2691,1435444513,8,22
2691,1435446148,8,24
2691,1435529536,8,25
2691,1435618450,8,29
2691,1435789735,8,32
2691,1435791143,8,33
2691,1435876590,8,35
2691,1435963291,8,37
2691,1436049337,8,38
2691,1436049517,8,40
2691,1436050737,8,42
2691,1436221661,8,46
2691,1436566787,8,48
2691,1436567285,8,50
2691,1436739485,8,53
2691,1436826230,8,58
2691,1436827721,8,60
2691,1436914079,8,62
2691,1437522655,8,64
2691,1437523113,8,70
2691,1437603291,8,73
2691,1437604174,8,75
2691,1437691879,9,4
2691,1437864231,9,5
2691,1437948759,9,6
2691,1438090976,9,11
2691,1438091795,9,17
2691,1438092187,9,18
2691,1438177825,9,23
2691,1438208271,9,24
2691,1438209251,9,26
2691,1438209496,9,28
2691,1438236235,9,29
2691,1438260361,9,31
2691,1438554110,9,33
2691,1438814567,9,36
2691,1438814875,9,37
2691,1438899630,9,40
2691,1438900808,9,43
2691,1440283529,9,45
2691,1440284252,9,47
2691,1440284958,9,49
2691,1440286666,9,55
2691,1440321471,9,58
2691,1440322515,9,59
2691,1440323013,9,60
2691,1440324000,9,65
2691,1440370911,9,67
2691,1440506224,9,71
2691,1440506833,9,73
2691,1440507446,9,74
2691,1440681019,9,78
2691,1440681360,9,79
2691,1440998526,9,87
2691,1440998742,9,92
2691,1441025705,9,100
2691,1442183162,9,101
2691,1442183825,9,103
2691,1442183849,9,104
2691,1442357617,9,105
2691,1442529401,9,107
2691,1442701891,9,108
2691,1442701938,9,110
2691,1442702506,9,111
2691,1442789312,9,113
2691,1443416914,9,114
2691,1443566884,9,117
2691,1443567101,9,119
2691,1444256705,9,121
2691,1444256931,9,122
2691,1444482187,9,123
2691,1444482958,9,124
2691,1444526070,9,125
2691,1444526125,9,128
2691,1445318482,10,1
2691,1445318502,10,2
2691,1445318579,10,3
2691,1445380895,10,11
2691,1445404830,10,15
2691,1445404950,10,18
2691,1445750032,10,22
2691,1445750249,10,25
2691,1445898360,10,26
2691,1445922813,10,31
2691,1445923128,10,34
2691,1445984304,10,37
2691,1445984384,10,41
2691,1445985074,10,52
2691,1445985598,10,55
2691,1445985753,10,57
2691,1445986053,10,58
2691,1446009054,10,59
2691,1446009094,10,60
2691,1446009145,10,61
2691,1446009472,10,62
2691,1446107327,10,70
2692,1437215227,2,2
2692,1446208163,18,70
2724,1466169609,78,25
2728,1437931396,20,14
2728,1441475625,53,33
2728,1443808298,91,1
2754,1434544105,1,4
2754,1435549480,1,1
2758,1436009584,2,286
2758,1436009647,3,199
2808,1435470641,92,1
2808,1435646910,9,47
2808,1440472835,29,24
2816,1440337385,10,18
2816,1441608538,39,59
2816,1441633767,25,1
2816,1442831313,13,4
2816,1442840431,13,37
2816,1442927413,15,59
2816,1444640643,41,17
2816,1444827176,27,41
2816,1445171100,10,49
2816,1445429360,78,30
2816,1445519563,25,63
2816,1446193696,18,33
2816,1446638021,18,51
2816,1446727233,76,28
2816,1447057433,10,59
2816,1447500495,12,56
2839,1445328118,2,256
2839,1445400437,27,86
2879,1445948303,73,6
2881,1439679819,2,285
2883,1444365154,9,1
2901,1437713987,35,2
2901,1438230725,3,73
2901,1438230775,3,74
2917,1435664371,2,13
2943,1435962274,2,285
2943,1438645520,2,255
2943,1441706080,12,16
2975,1445959202,59,23
2977,1429342404,2,43
2991,1446726102,27,40
3021,1440425986,18,1
3093,1437696849,2,28
3093,1438622631,2,85
3093,1438653979,2,105
3093,1438731750,2,150
3093,1439504551,2,164
3093,1442525063,59,11
3093,1442554300,59,13
3093,1442554559,59,16
3093,1443468365,28,30
3093,1443935285,29,7
3093,1443936091,29,23
3093,1444452217,29,38
3093,1446069460,29,39
3116,1446416471,2,286
3146,1441644617,114,5
3146,1441644640,114,3
3156,1435672240,6,90
3156,1436366597,7,145
3156,1436432834,7,156
3156,1436517079,7,163
3156,1439141258,2,158
3171,1438990926,18,2
3171,1438991034,18,13
3171,1438991097,18,16
3171,1440184753,18,27
3171,1440184825,18,31
3171,1440185030,18,47
3171,1445619633,18,19
3171,1445619888,18,30
3171,1445620164,18,50
3171,1445620556,18,79
3171,1447438483,18,21
3171,1457115520,18,56
3183,1435840747,5,46
3183,1443487429,94,8
3184,1443799215,102,8
3184,1444861250,18,15
3184,1444861329,1,1
3222,1443155350,17,16
3222,1443323067,17,19
3224,1449951248,92,1
3229,1446596869,26,160
3233,1434860115,4,10
3233,1434860208,4,62
3233,1435485636,4,128
3233,1435508780,4,131
3233,1435579288,4,172
3233,1435608985,5,13
3233,1435613259,5,34
3233,1435677536,5,45
3233,1436426352,5,107
3233,1436464263,7,1
3233,1436715710,7,37
3233,1436720292,7,155
3233,1436747894,7,203
3233,1437460738,8,33
3233,1437953541,8,42
3233,1438006094,10,27
3233,1438664778,10,57
3233,1439388650,11,28
3233,1440556327,11,35
3233,1455627704,19,41
3233,1463647075,27,33
3263,1436680186,9,129
3277,1451107609,4,10
3293,1443550392,91,14
3293,1443891026,88,1
3325,1434690012,3,9
3325,1435552726,2,156
3325,1436885736,73,9
3325,1445575546,77,1
3346,1437174829,17,79
3346,1440128794,2,279
3346,1457970861,41,37
3348,1438295526,2,262
3348,1438752395,17,4
3348,1438752572,17,15
3348,1438752751,17,23
3348,1438752860,17,32
3348,1439157375,4,11
3348,1439157412,4,12
3348,1439157437,4,13
3348,1439157459,4,14
3348,1439157519,4,16
3348,1442108449,2,214
3348,1442108606,2,215
3348,1442108748,2,216
3348,1442109075,2,218
3348,1443507028,2,245
3366,1435380553,13,17
3366,1436988256,18,49
3366,1437985381,55,41
3366,1448266560,78,16
3377,1441862985,92,1
3377,1443640468,3,7
3384,1442207510,11,17
3385,1434523347,9,60
3385,1434608739,10,49
3385,1434953930,17,1
3385,1435300041,27,56
3385,1435516218,34,24
3385,1435558798,38,21
3385,1435645362,40,40
3385,1435731856,44,1
3385,1435818079,52,1
3385,1435903783,58,1
3385,1435942626,67,1
3385,1436163688,2,142
3385,1436249895,2,243
3385,1436511384,4,100
3385,1436640515,5,82
3385,1436811159,6,111
3385,1436896470,7,88
3385,1436941266,7,189
3385,1437027837,9,46
3385,1437372386,10,71
3385,1437459606,11,108
3385,1437459771,12,1
3385,1437545533,12,77
3385,1437632647,14,28
3385,1437718864,16,75
3385,1438064613,17,99
3385,1438150813,20,55
3385,1438237252,22,1
3385,1438323691,23,75
3385,1438668666,28,29
3385,1438755217,30,31
3385,1438841594,33,51
3385,1440395044,40,1
3385,1440397112,41,47
3385,1440483312,44,17
3385,1440569306,47,1
3385,1440656084,51,31
3385,1440741739,55,1
3385,1441088406,68,1
3385,1441174676,87,1
3385,1441347977,2,106
3385,1441606777,2,189
3385,1441693182,2,253
3385,1441779199,3,1
3385,1441865711,3,75
3385,1441951226,3,113
3385,1442211449,4,1
3385,1442297935,4,58
3385,1442383376,4,88
3385,1442470619,4,163
3385,1442556966,5,41
3385,1442816529,5,109
3385,1442902360,6,59
3385,1442989108,6,141
3385,1443075027,7,47
3385,1443161792,7,156
3385,1443420504,8,1
3385,1443507408,9,1
3385,1443594363,9,111
3385,1443682681,10,1
3385,1443766705,10,90
3385,1444112319,11,84
3385,1444198549,12,53
3385,1444284995,14,1
3385,1444371624,16,51
3385,1444631061,17,70
3385,1444718852,19,1
3385,1444804225,21,1
3385,1444890189,22,38
3385,1444976300,24,1
3385,1445234144,24,21
3385,1445321302,25,1
3385,1445406795,25,21
3385,1445495184,27,1
3385,1445580610,28,1
3385,1445930066,29,1
3385,1446016550,31,1
3385,1446103146,34,1
3385,1446189325,36,1
3414,1435216812,2,131
3414,1435392082,2,187
3414,1435883549,2,192
3414,1435977721,2,218
3414,1436512010,2,243
3414,1436690467,2,20
3414,1436692050,2,60
3414,1436692108,3,5
3414,1436692484,3,15
3414,1436860336,3,33
3414,1436930553,3,93
3414,1436946448,3,129
3414,1436952054,3,171
3414,1437078789,4,12
3429,1435137075,2,23
3429,1440168020,2,26
3430,1434619156,2,27
3430,1434663759,2,31
3430,1434686975,2,35
3430,1434734481,2,40
3430,1434752956,2,78
3430,1434758030,2,93
3430,1434791279,2,98
3430,1434792797,2,106
3430,1434879624,2,116
3430,1435035251,2,120
3430,1435060983,2,131
3430,1435104497,16,74
3430,1435142847,42,11
3430,1435215412,42,14
3430,1435278311,42,29
3430,1435278684,42,46
3430,1435404539,42,53
3430,1435405599,43,33
3430,1435405739,43,44
3430,1435477205,43,53
3430,1435477378,43,60
3430,1435478532,43,51
3430,1435479330,43,62
3430,1435479782,43,65
3430,1435567991,43,70
3430,1435574738,43,89
3430,1435575030,44,10
3430,1435639925,44,58
3430,1435665930,45,12
3430,1435750867,45,18
3430,1435751495,45,20
3430,1435816338,45,36
3430,1435868210,46,9
3430,1435978470,46,14
3430,1435987004,46,17
3430,1436016303,46,21
3430,1436016902,46,23
3430,1436064109,47,8
3430,1436088155,47,22
3430,1436089364,48,1
3430,1436155892,48,7
3430,1436173183,48,12
3430,1436204449,48,24
3430,1436244997,48,25
3430,1436297463,48,26
3430,1436409821,48,27
3430,1436432478,49,3
3430,1436497973,50,34
3430,1436519524,39,32
3430,1436520445,40,1
3430,1436520883,40,15
3430,1436580443,40,18
3430,1436591136,41,48
3430,1436605396,42,1
3430,1436605707,42,8
3430,1436668005,42,15
3430,1436692777,43,1
3430,1436692907,46,1
3430,1436733823,46,10
3430,1436863187,58,1
3430,1436863600,58,4
3430,1436949810,67,1
3430,1436951108,69,1
3430,1436951842,71,1
3430,1437025452,114,1
3430,1437025519,1,1
3430,1437153653,104,4
3430,1437195835,100,1
3430,1437301549,99,1
3430,1437477007,29,10
3430,1437576181,98,6
3430,1437704518,95,1
3430,1437726872,93,9
3430,1438046836,91,1
3430,1438276543,90,1
3430,1438363331,90,6
3430,1438679233,89,1
3430,1438824803,87,1
3430,1439227994,85,13
3430,1440177468,85,1
3430,1440177739,85,11
3430,1440201614,85,18
3430,1440734324,83,8
3430,1440734589,82,1
3430,1440758756,82,13
3430,1443178152,82,19
3430,1445056560,80,24
3430,1446094749,80,32
3437,1440495605,55,49
3437,1440522729,14,40
3454,1435219868,2,20
3454,1435824557,2,30
3454,1435890458,2,61
3454,1436257078,2,74
3454,1436936993,2,84
3454,1441674078,2,90
3454,1441771637,2,101
3454,1442292983,2,111
3454,1444622322,2,121
3483,1436358940,2,60
3483,1454799769,2,26
3487,1445933048,2,102
3539,1437433066,2,33
3539,1438293921,2,46
3539,1439073214,2,52
3539,1441161070,2,60
3539,1441449941,2,74
3539,1443588601,2,82
3539,1443664644,2,86
3539,1443665116,2,90
3539,1443815797,2,96
3539,1444132560,2,109
3539,1444700236,2,117
3539,1445119705,2,124
3539,1445772791,2,134
3541,1437493460,1,1
3578,1435222980,2,135
3578,1435383181,2,190
3578,1435386101,2,211
3578,1435403744,2,250
3578,1438646699,52,10
3578,1441021601,2,270
3578,1441238673,3,32
3606,1435197784,16,51
3606,1435199450,16,90
3606,1435208474,16,111
3606,1435210727,17,1
3606,1435223962,17,23
3606,1435224730,17,50
3606,1435241866,17,99
3606,1435272563,18,17
3606,1435284768,18,28
3606,1435286490,18,32
3606,1435289881,18,49
3606,1435293833,18,99
3606,1435305529,19,59
3606,1435329328,20,1
3606,1435335521,20,55
3606,1435358142,20,111
3606,1435398656,21,1
3606,1435458264,21,29
3606,1435493315,21,34
3606,1435540825,21,51
3606,1435542485,21,62
3606,1435545163,21,81
3606,1435547641,21,83
3606,1435557183,21,112
3606,1435568566,22,19
3606,1435591315,22,38
3606,1435628702,22,60
3606,1435629290,23,1
3606,1435641833,23,36
3606,1435680015,24,1
3606,1435703355,24,21
3606,1435715605,24,35
3606,1435724286,25,1
3606,1435730304,25,53
3606,1435751651,26,52
3606,1435761141,26,181
3606,1435825416,27,1
3606,1436159211,27,27
3606,1436197089,27,56
3606,1436261683,29,26
3617,1479592153,114,1
3621,1442908749,93,8
3621,1443405064,2,38
3621,1443410832,2,1
3621,1443411233,2,34
3621,1443411627,2,42
3621,1443435528,2,85
3621,1443437880,2,100
3621,1443439032,2,114
3621,1443439414,2,124
3621,1443439581,2,126
3621,1443440066,2,137
3621,1443440519,2,144
3621,1443441069,2,156
3621,1443441539,2,168
3621,1443442045,2,178
3621,1443442506,2,184
3621,1443443802,2,196
3621,1443455174,2,197
3621,1443455309,2,198
3621,1443455375,2,199
3621,1443455494,2,203
3621,1443455655,2,206
3621,1443455798,2,210
3621,1443455918,2,211
3621,1443457019,2,221
3621,1443457318,2,224
3621,1443457596,2,229
3621,1443522128,2,233
3621,1443522557,2,237
3621,1443522739,2,238
3621,1443522994,2,242
3621,1443523250,2,246
3621,1443523976,2,247
3621,1443524540,2,251
3621,1443541668,2,255
3621,1443544890,2,271
3621,1443608897,2,283
3621,1443610206,2,28
3621,1443611472,2,29
3621,1443612423,2,49
3621,1443613003,2,9
3621,1443620993,31,17
3621,1443621998,31,34
3621,1443622782,32,10
3621,1443628771,14,6
3621,1443629109,14,10
3621,1443716595,18,50
3621,1443717137,18,66
3621,1443717420,18,78
3621,1443789293,2,150
3621,1443792634,2,158
3621,1443794636,2,258
3621,1443794991,2,260
3621,1443796323,2,268
3621,1443797879,76,21
3621,1443960460,2,160
3621,1443960773,2,165
3621,1443960929,3,4
3621,1443962017,3,7
3621,1443976645,3,26
3621,1444061257,3,63
3621,1444061592,3,69
3621,1444096725,3,78
3621,1444122574,3,97
3621,1444234864,3,140
3621,1444269579,3,144
3621,1444298546,3,173
3621,1444300637,3,181
3621,1444322025,3,187
3621,1444405423,3,199
3621,1444458852,3,110
3621,1444459298,3,115
3621,1444459459,3,118
3621,1444459587,3,119
3621,1444459792,3,122
3621,1444460449,3,130
3621,1444460621,3,135
3621,1444460766,3,138
3621,1444466651,3,142
3621,1444555478,3,147
3621,1444578245,3,155
3621,1444579185,3,166
3621,1444579418,3,168
3621,1444629965,3,169
3621,1444635371,3,180
3621,1445036859,3,198
3621,1446119742,3,65
3621,1446258015,3,76
3621,1446558121,3,92
3621,1447498652,3,93
3621,1447887176,3,98
3664,1461611282,36,1
3686,1435154470,3,11
3686,1435187589,3,31
3686,1435274348,3,51
3686,1435317878,3,61
3686,1435327586,3,71
3686,1435399066,3,81
3686,1435400484,3,91
3686,1435401217,3,98
3686,1435403055,3,104
3686,1435404344,3,111
3686,1435412459,3,121
3686,1435488675,3,125
3686,1435493338,3,141
3686,1435498588,3,148
3686,1435532939,3,161
3686,1435577099,3,171
3686,1435618349,3,191
3686,1435706231,4,1
3686,1435749997,4,6
3686,1435752365,4,11
3686,1435754208,4,31
3686,1435790870,4,34
3686,1435879141,4,51
3686,1435944803,4,71
3686,1436091825,4,86
3686,1436139858,4,101
3686,1436228484,4,111
3686,1436246553,4,116
3686,1436301895,4,120
3686,1436312678,4,131
3686,1436363600,4,136
3686,1436397259,4,151
3686,1436452106,5,1
3686,1436459443,5,8
3686,1436483667,5,15
3686,1436527334,5,21
3686,1436588791,5,42
3686,1436624309,5,45
3686,1436800000,5,52
3686,1436800388,5,60
3686,1436801628,5,70
3686,1437814889,5,81
3686,1444863118,27,34
3686,1444948928,27,39
3686,1445382031,27,56
3686,1445647955,27,64
3686,1445987006,27,87
3686,1446418185,28,9
3686,1446677452,28,20
3686,1446762213,28,24
3686,1447199016,28,36
3686,1447627348,28,47
3686,1447713411,28,49
3686,1447848302,28,51
3686,1447888379,28,59
3686,1447977015,28,63
3686,1448407396,28,71
3686,1448491135,28,78
3687,1434662790,2,1
3687,1434663619,2,20
3687,1434839163,2,26
3687,1434929155,2,61
3687,1435013834,2,66
3687,1435185976,2,75
3687,1435290935,2,85
3687,1435532301,2,90
3687,1435618172,2,96
3687,1435704729,2,101
3687,1435791812,2,110
3687,1435878203,2,120
3687,1435895014,2,143
3687,1436137220,2,159
3687,1436223660,2,164
3687,1436310331,2,170
3687,1436396496,2,174
3687,1436748710,2,177
3687,1436828125,2,185
3687,1436915161,2,187
3687,1437006131,2,195
3687,1437086995,2,198
3687,1437433199,2,203
3687,1437520282,2,213
3687,1437607150,2,232
3687,1437692783,2,243
3687,1437952706,2,258
3687,1438038459,2,264
3687,1438210636,2,267
3687,1438297129,2,272
3687,1438556500,2,275
3687,1438643377,2,282
3687,1438816443,3,1
3687,1439248341,3,16
3687,1439334249,3,23
3687,1439420794,3,36
3687,1439507194,3,45
3687,1439852968,3,67
3687,1440025799,3,75
3687,1440112297,3,83
3687,1440737659,3,87
3687,1440975670,3,97
3687,1441061774,3,104
3687,1441235130,3,114
3687,1441666694,3,117
3687,1441753184,3,119
3687,1441840918,3,123
3687,1442272551,3,129
3687,1442362571,3,138
3687,1442444847,3,146
3687,1442531203,3,154
3687,1442790595,3,159
3687,1442963739,3,167
3687,1442984324,3,178
3687,1443308698,3,187
3687,1443401277,3,193
3687,1443482452,3,198
3687,1443569168,4,12
3687,1443654146,4,16
3687,1443741092,4,25
3687,1444001277,4,39
3687,1444086852,4,44
3687,1444172710,4,48
3687,1444265656,4,53
3687,1444346364,4,66
3687,1444365446,4,80
3687,1444430474,4,89
3687,1444604966,4,93
3687,1444690590,4,99
3687,1444951128,4,102
3687,1445295631,4,106
3687,1445813855,4,115
3687,1445900481,4,121
3687,1445987632,4,132
3687,1447196478,4,144
3687,1447283164,4,153
3687,1447369349,4,161
3687,1447454767,4,172
3687,1447628239,5,1
3687,1448233170,5,5
3687,1448925217,5,13
3687,1449097982,5,23
3687,1449184383,5,34
3687,1449443929,5,43
3687,1449799860,5,47
3687,1450047925,5,55
3687,1450652747,5,61
3687,1452207906,5,72
3687,1458516206,97,5
3690,1445416459,3,2
3710,1442376768,12,4
3719,1442357024,36,1
3720,1436327203,22,38
3720,1436507288,30,16
3731,1458048070,56,1
3731,1460234606,56,9
3739,1435428223,9,112
3739,1442583514,35,18
3830,1440218963,20,83
3834,1445292379,59,1
3836,1443564679,106,1
3840,1435153645,2,4
3840,1435153696,2,7
3840,1435185357,2,214
3840,1435306284,2,232
3840,1435306855,2,235
3840,1435566434,2,238
3840,1435701903,2,245
3840,1435829297,2,250
3840,1436048702,2,259
3840,1436258056,2,265
3840,1436610261,2,269
3840,1436641220,2,275
3840,1437913179,2,277
3840,1438060259,2,280
3840,1438060314,2,282
3840,1438898213,2,283
3840,1443388650,2,285
3840,1448486246,2,201
3848,1442880414,5,89
3854,1453490638,21,89
3854,1453491432,37,100
3856,1438870446,88,6
3856,1439765086,76,1
